County_Code,Age_Group,Probability,COMMUNITY,UNC,LARGE,SMALL,LT,NH
141,2,0.0006849241416651624,0,0.0,0.0004692958330301753,5.071451616560392e-05,0,0.00016491379246938318
143,0,0.00010709624921334957,0,0.0,0.0,0.00010709624921334957,0,0.0
143,1,0.00012178978815991301,0,0.0,0.0,0.00012178978815991301,0,0.0
143,2,0.0004323667037904297,0,0.0,0.0,0.0002674529113210465,0,0.00016491379246938318
145,0,0.00016756189326144885,0,1.599521335012007e-05,7.123320890847047e-05,8.033347100285832e-05,0,0.0
145,1,0.00020534908267549342,0,1.837042126851189e-05,7.899272662208659e-05,0.00010798593478489493,0,0.0
145,2,0.0006778499272409172,0,4.371439761999255e-05,0.0001756209710381289,0.0002936007661134125,0,0.00016491379246938318
147,0,0.00016655274778032745,0,1.6268883395827663e-06,0.00016142143395181597,3.504425488928721e-06,0,0.0
147,1,0.00028822612118788984,0,2.901874070089242e-06,0.0002780081539489829,7.316093168817706e-06,0,0.0
147,2,0.0009355572859344272,0,8.251988533014519e-06,0.0007386206998337114,2.377080509831814e-05,0,0.00016491379246938318
149,0,0.00010610150999044876,0,3.499969199346729e-05,0.0,7.110181799698147e-05,0,0.0
149,1,0.0001077134442016397,0,3.188953087614755e-05,0.0,7.582391332549215e-05,0,0.0
149,2,0.00035606302083863274,0,5.1429738584552986e-05,0.0,0.00013971948978469656,0,0.00016491379246938318
151,0,0.00013112034332542736,0,3.4749842526872686e-05,5.366839324659466e-05,4.270210755196004e-05,0,0.0
151,1,0.00018322195039190766,0,4.662752380664205e-05,6.953182405220857e-05,6.706260253305702e-05,0,0.0
151,2,0.0006300208147858707,0,0.00011522362686536393,0.00016053387836713687,0.00018934951708398677,0,0.00016491379246938318
153,0,0.00017463294672170023,0,0.0,0.0,0.00017463294672170023,0,0.0
153,1,0.00025120119142053437,0,0.0,0.0,0.00025120119142053437,0,0.0
153,2,0.0008185920674911235,0,0.0,0.0,0.0006536782750217404,0,0.00016491379246938318
155,0,0.00020404722254493686,0,8.974515110896382e-06,4.328324151072416e-05,0.0001517894659233163,0,0.0
155,1,0.0003439342734756496,0,1.3512775285693236e-05,6.292581613256485e-05,0.0002674956820573915,0,0.0
155,2,0.001179055696409518,0,3.625959186496386e-05,0.00015775789416555062,0.0008201244179096203,0,0.00016491379246938318
157,0,0.00018444462470613578,0,0.0,0.00011197943776366422,7.246518694247156e-05,0,0.0
157,1,0.00021500642272295758,0,0.0,0.00012048988697358042,9.451653574937717e-05,0,0.0
157,2,0.0006859294525670906,0,0.0,0.0002659182451967835,0.0002550974149009241,0,0.00016491379246938318
159,0,0.00015571977411880678,0,0.0,7.138565389538898e-05,8.43341202234178e-05,0,0.0
159,1,0.00022365064698017716,0,0.0,9.195969178405618e-05,0.000131690955196121,0,0.0
159,2,0.0007324763438469515,0,0.0,0.00020628928236827136,0.00036127326900929705,0,0.00016491379246938318
161,0,0.0001471283146577793,0,3.759906343038764e-06,2.5320798504110657e-05,0.00011804760981062989,0,0.0
161,1,0.0001850899614419177,0,4.1828786760501e-06,2.7198888449514858e-05,0.00015370819431635274,0,0.0
161,2,0.0005909852885835358,0,8.684460052731459e-06,5.275973387851929e-05,0.00036462730218290193,0,0.00016491379246938318
163,0,0.00016568688142537107,0,4.409390721190864e-05,4.99420261922605e-05,7.165094802120193e-05,0,0.0
163,1,0.00023840446075932813,0,5.966824852003979e-05,6.525388627148351e-05,0.00011348232596780484,0,0.0
163,2,0.0007694574178219967,0,0.00014411723031421548,0.00014725257079850374,0.00031317382423989436,0,0.00016491379246938318
165,0,0.00014610522784597212,0,0.0,0.0,0.00014610522784597212,0,0.0
165,1,0.0002228687261340923,0,0.0,0.0,0.0002228687261340923,0,0.0
165,2,0.0007807972402492174,0,0.0,0.0,0.0006158834477798342,0,0.00016491379246938318
167,0,0.00017777331735627108,0,0.0,0.00010486912042169917,7.290419693457193e-05,0,0.0
167,1,0.0002389976600237863,0,0.0,0.0001296999889377585,0.00010929767108602779,0,0.0
167,2,0.0007417127515193596,0,0.0,0.0002840595848482479,0.00029273937420172855,0,0.00016491379246938318
169,0,0.00019034548373485615,0,0.0,0.00017796611977812394,1.237936395673222e-05,0,0.0
169,1,0.00020155249043785008,0,0.0,0.000185879277308675,1.567321312917507e-05,0,0.0
169,2,0.00060756096115648,0,0.0,0.0004012696796498247,4.137748903727209e-05,0,0.00016491379246938318
171,0,0.00020715539086408127,0,0.0,0.00011448921048677735,9.266618037730391e-05,0,0.0
171,1,0.0002653274019333759,0,0.0,0.00013392788384666311,0.00013139951808671278,0,0.0
171,2,0.000776601647040809,0,0.0,0.00027806010320588145,0.0003336277513655443,0,0.00016491379246938318
173,0,0.0002927155274967762,0,0.0,0.00013896392369041184,0.00015375160380636435,0,0.0
