County,Date,New cases,Total cases
Craven,2020-11-29,24,2506
Craven,2020-11-30,27,2533
Craven,2020-12-01,34,2567
Craven,2020-12-02,36,2603
Craven,2020-12-03,45,2648
Craven,2020-12-04,87,2735
Craven,2020-12-05,36,2771
Craven,2020-12-06,22,2793
Craven,2020-12-07,51,2844
Craven,2020-12-08,85,2929
Craven,2020-12-09,41,2970
Craven,2020-12-10,49,3019
Craven,2020-12-11,50,3069
Craven,2020-12-12,12,3081
Craven,2020-12-13,38,3119
Craven,2020-12-14,54,3173
Craven,2020-12-15,57,3230
Cumberland,2020-03-19,2,2
Cumberland,2020-03-21,1,3
Cumberland,2020-03-23,1,4
Cumberland,2020-03-24,1,5
Cumberland,2020-03-25,3,8
Cumberland,2020-03-26,1,9
Cumberland,2020-03-27,3,12
Cumberland,2020-03-28,1,13
Cumberland,2020-03-29,2,15
Cumberland,2020-03-30,4,19
Cumberland,2020-03-31,4,23
Cumberland,2020-04-01,9,32
Cumberland,2020-04-02,5,37
Cumberland,2020-04-03,6,43
Cumberland,2020-04-04,4,47
Cumberland,2020-04-05,2,49
Cumberland,2020-04-06,13,62
Cumberland,2020-04-07,7,69
Cumberland,2020-04-08,2,71
Cumberland,2020-04-09,3,74
Cumberland,2020-04-10,7,81
Cumberland,2020-04-11,4,85
Cumberland,2020-04-13,2,87
Cumberland,2020-04-14,6,93
Cumberland,2020-04-15,3,96
Cumberland,2020-04-16,7,103
Cumberland,2020-04-17,5,108
Cumberland,2020-04-18,6,114
Cumberland,2020-04-19,1,115
Cumberland,2020-04-20,15,130
Cumberland,2020-04-21,9,139
Cumberland,2020-04-22,12,151
Cumberland,2020-04-23,23,174
Cumberland,2020-04-24,16,190
Cumberland,2020-04-25,5,195
Cumberland,2020-04-26,5,200
Cumberland,2020-04-27,28,228
Cumberland,2020-04-28,2,230
Cumberland,2020-04-29,33,263
Cumberland,2020-04-30,12,275
Cumberland,2020-05-01,14,289
Cumberland,2020-05-02,4,293
Cumberland,2020-05-03,5,298
Cumberland,2020-05-04,24,322
Cumberland,2020-05-05,15,337
Cumberland,2020-05-06,16,353
Cumberland,2020-05-07,3,356
Cumberland,2020-05-08,13,369
Cumberland,2020-05-09,12,381
Cumberland,2020-05-10,3,384
Cumberland,2020-05-11,12,396
Cumberland,2020-05-12,14,410
Cumberland,2020-05-13,28,438
Cumberland,2020-05-14,30,468
Cumberland,2020-05-15,29,497
Cumberland,2020-05-16,5,502
Cumberland,2020-05-18,19,521
Cumberland,2020-05-19,14,535
Cumberland,2020-05-20,15,550
Cumberland,2020-05-21,28,578
Cumberland,2020-05-22,11,589
Cumberland,2020-05-23,17,606
Cumberland,2020-05-24,6,612
Cumberland,2020-05-25,6,618
Cumberland,2020-05-26,17,635
Cumberland,2020-05-27,17,652
Cumberland,2020-05-28,35,687
Cumberland,2020-05-29,20,707
Cumberland,2020-05-30,4,711
Cumberland,2020-05-31,7,718
Cumberland,2020-06-01,6,724
Cumberland,2020-06-02,5,729
Cumberland,2020-06-03,21,750
Cumberland,2020-06-04,14,764
Cumberland,2020-06-05,25,789
Cumberland,2020-06-06,8,797
Cumberland,2020-06-07,9,806
Cumberland,2020-06-08,18,824
Cumberland,2020-06-09,10,834
Cumberland,2020-06-10,27,861
Cumberland,2020-06-11,20,881
Cumberland,2020-06-12,21,902
Cumberland,2020-06-13,8,910
Cumberland,2020-06-14,7,917
Cumberland,2020-06-15,18,935
Cumberland,2020-06-16,31,966
Cumberland,2020-06-17,10,976
Cumberland,2020-06-18,20,996
Cumberland,2020-06-19,26,1022
Cumberland,2020-06-20,18,1040
Cumberland,2020-06-21,6,1046
Cumberland,2020-06-22,26,1072
Cumberland,2020-06-23,30,1102
Cumberland,2020-06-24,18,1120
Cumberland,2020-06-25,23,1143
Cumberland,2020-06-26,19,1162
Cumberland,2020-06-27,40,1202
Cumberland,2020-06-28,23,1225
Cumberland,2020-06-29,59,1284
Cumberland,2020-06-30,44,1328
Cumberland,2020-07-01,35,1363
Cumberland,2020-07-02,37,1400
Cumberland,2020-07-03,31,1431
Cumberland,2020-07-04,18,1449
Cumberland,2020-07-05,23,1472
Cumberland,2020-07-06,38,1510
Cumberland,2020-07-07,38,1548
Cumberland,2020-07-08,56,1604
Cumberland,2020-07-09,45,1649
Cumberland,2020-07-10,46,1695
Cumberland,2020-07-11,67,1762
Cumberland,2020-07-12,24,1786
Cumberland,2020-07-13,61,1847
Cumberland,2020-07-14,54,1901
Cumberland,2020-07-15,47,1948
Cumberland,2020-07-16,84,2032
Cumberland,2020-07-17,73,2105
Cumberland,2020-07-18,39,2144
Cumberland,2020-07-19,42,2186
Cumberland,2020-07-20,80,2266
Cumberland,2020-07-21,62,2328
Cumberland,2020-07-22,49,2377
Cumberland,2020-07-23,69,2446
Cumberland,2020-07-24,51,2497
Cumberland,2020-07-25,48,2545
Cumberland,2020-07-26,39,2584
Cumberland,2020-07-27,77,2661
Cumberland,2020-07-28,66,2727
Cumberland,2020-07-29,66,2793
Cumberland,2020-07-30,52,2845
Cumberland,2020-07-31,79,2924
Cumberland,2020-08-01,44,2968
Cumberland,2020-08-02,43,3011
Cumberland,2020-08-03,56,3067
Cumberland,2020-08-04,44,3111
Cumberland,2020-08-05,50,3161
Cumberland,2020-08-06,39,3200
Cumberland,2020-08-07,61,3261
Cumberland,2020-08-08,53,3314
Cumberland,2020-08-09,13,3327
Cumberland,2020-08-10,61,3388
Cumberland,2020-08-11,48,3436
Cumberland,2020-08-12,70,3506
Cumberland,2020-08-13,48,3554
Cumberland,2020-08-14,61,3615
Cumberland,2020-08-15,31,3646
Cumberland,2020-08-16,19,3665
Cumberland,2020-08-17,61,3726
Cumberland,2020-08-18,42,3768
Cumberland,2020-08-19,49,3817
Cumberland,2020-08-20,43,3860
Cumberland,2020-08-21,37,3897
Cumberland,2020-08-22,55,3952
Cumberland,2020-08-23,33,3985
Cumberland,2020-08-24,62,4047
Cumberland,2020-08-25,43,4090
Cumberland,2020-08-26,48,4138
Cumberland,2020-08-27,46,4184
Cumberland,2020-08-28,26,4210
Cumberland,2020-08-29,34,4244
Cumberland,2020-08-30,28,4272
Cumberland,2020-08-31,51,4323
Cumberland,2020-09-01,33,4356
Cumberland,2020-09-02,71,4427
Cumberland,2020-09-03,58,4485
Cumberland,2020-09-04,63,4548
Cumberland,2020-09-05,41,4589
Cumberland,2020-09-06,27,4616
Cumberland,2020-09-07,51,4667
Cumberland,2020-09-08,25,4692
Cumberland,2020-09-09,36,4728
Cumberland,2020-09-10,53,4781
Cumberland,2020-09-11,65,4846
Cumberland,2020-09-12,36,4882
Cumberland,2020-09-13,25,4907
Cumberland,2020-09-14,43,4950
Cumberland,2020-09-15,39,4989
Cumberland,2020-09-16,63,5052
Cumberland,2020-09-17,53,5105
Cumberland,2020-09-18,52,5157
Cumberland,2020-09-19,41,5198
Cumberland,2020-09-20,29,5227
Cumberland,2020-09-21,48,5275
Cumberland,2020-09-22,44,5319
Cumberland,2020-09-23,56,5375
Cumberland,2020-09-24,56,5431
Cumberland,2020-09-25,59,5490
Cumberland,2020-09-26,41,5531
Cumberland,2020-09-27,13,5544
Cumberland,2020-09-28,28,5572
Cumberland,2020-09-29,65,5637
Cumberland,2020-09-30,49,5686
Cumberland,2020-10-01,69,5755
Cumberland,2020-10-02,42,5797
Cumberland,2020-10-03,38,5835
Cumberland,2020-10-04,23,5858
Cumberland,2020-10-05,40,5898
Cumberland,2020-10-06,54,5952
Cumberland,2020-10-07,47,5999
Cumberland,2020-10-08,37,6036
Cumberland,2020-10-09,53,6089
Cumberland,2020-10-10,43,6132
Cumberland,2020-10-11,32,6164
Cumberland,2020-10-12,49,6213
Cumberland,2020-10-13,43,6256
Cumberland,2020-10-14,96,6352
Cumberland,2020-10-15,72,6424
Cumberland,2020-10-16,38,6462
Cumberland,2020-10-17,44,6506
Cumberland,2020-10-18,23,6529
Cumberland,2020-10-19,41,6570
Cumberland,2020-10-20,55,6625
Cumberland,2020-10-21,69,6694
Cumberland,2020-10-22,62,6756
Cumberland,2020-10-23,58,6814
Cumberland,2020-10-24,44,6858
Cumberland,2020-10-25,46,6904
Cumberland,2020-10-26,39,6943
Cumberland,2020-10-27,67,7010
Cumberland,2020-10-28,77,7087
Cumberland,2020-10-29,55,7142
Cumberland,2020-10-30,73,7215
Cumberland,2020-10-31,62,7277
Cumberland,2020-11-01,24,7301
Cumberland,2020-11-02,41,7342
Cumberland,2020-11-03,83,7425
Cumberland,2020-11-04,75,7500
Cumberland,2020-11-05,69,7569
Cumberland,2020-11-06,66,7635
Cumberland,2020-11-07,46,7681
Cumberland,2020-11-08,35,7716
Cumberland,2020-11-09,69,7785
Cumberland,2020-11-10,106,7891
Cumberland,2020-11-11,53,7944
Cumberland,2020-11-12,87,8031
Cumberland,2020-11-13,80,8111
Cumberland,2020-11-14,57,8168
Cumberland,2020-11-15,48,8216
Cumberland,2020-11-16,93,8309
Cumberland,2020-11-17,118,8427
Cumberland,2020-11-18,107,8534
Cumberland,2020-11-19,93,8627
Cumberland,2020-11-20,96,8723
Cumberland,2020-11-21,69,8792
Cumberland,2020-11-22,52,8844
Cumberland,2020-11-23,75,8919
Cumberland,2020-11-24,88,9007
Cumberland,2020-11-25,119,9126
Cumberland,2020-11-26,53,9179
Cumberland,2020-11-27,70,9249
Cumberland,2020-11-28,69,9318
Cumberland,2020-11-29,56,9374
Cumberland,2020-11-30,87,9461
Cumberland,2020-12-01,143,9604
Cumberland,2020-12-02,144,9748
Cumberland,2020-12-03,145,9893
Cumberland,2020-12-04,116,10009
Cumberland,2020-12-05,108,10117
Cumberland,2020-12-06,64,10181
Cumberland,2020-12-07,130,10311
Cumberland,2020-12-08,183,10494
Cumberland,2020-12-09,140,10634
Cumberland,2020-12-10,144,10778
Cumberland,2020-12-11,148,10926
Cumberland,2020-12-12,136,11062
Cumberland,2020-12-13,66,11128
Cumberland,2020-12-14,100,11228
Cumberland,2020-12-15,168,11396
Currituck,2020-04-01,1,1
Currituck,2020-04-04,1,2
Currituck,2020-04-28,2,4
Currituck,2020-05-01,1,5
Currituck,2020-05-06,4,9
Currituck,2020-05-13,2,11
Currituck,2020-05-26,2,13
Currituck,2020-05-31,1,14
Currituck,2020-06-02,1,15
Currituck,2020-06-12,1,16
Currituck,2020-06-24,2,18
Currituck,2020-06-28,1,19
Currituck,2020-07-02,1,20
Currituck,2020-07-04,2,22
Currituck,2020-07-05,1,23
Currituck,2020-07-07,1,24
Currituck,2020-07-09,4,28
Currituck,2020-07-10,3,31
Currituck,2020-07-12,2,33
Currituck,2020-07-13,9,42
Currituck,2020-07-14,1,43
Currituck,2020-07-15,1,44
Currituck,2020-07-16,1,45
Currituck,2020-07-17,3,48
Currituck,2020-07-18,4,52
Currituck,2020-07-19,2,54
Currituck,2020-07-20,2,56
Currituck,2020-07-21,4,60
Currituck,2020-07-22,1,61
Currituck,2020-07-23,2,63
Currituck,2020-07-24,3,66
Currituck,2020-07-25,2,68
Currituck,2020-07-26,2,70
Currituck,2020-07-27,3,73
Currituck,2020-07-29,2,75
Currituck,2020-07-30,1,76
Currituck,2020-08-03,1,77
Currituck,2020-08-05,1,78
Currituck,2020-08-06,2,80
Currituck,2020-08-10,3,83
Currituck,2020-08-12,3,86
Currituck,2020-08-13,1,87
Currituck,2020-08-15,4,91
Currituck,2020-08-17,3,94
Currituck,2020-08-19,1,95
Currituck,2020-08-20,2,97
Currituck,2020-08-21,2,99
Currituck,2020-08-25,1,100
Currituck,2020-08-26,5,105
Currituck,2020-08-27,1,106
Currituck,2020-08-28,2,108
Currituck,2020-08-29,10,118
Currituck,2020-08-30,1,119
Currituck,2020-08-31,3,122
Currituck,2020-09-03,5,127
Currituck,2020-09-04,2,129
Currituck,2020-09-05,4,133
Currituck,2020-09-06,1,134
Currituck,2020-09-07,1,135
Currituck,2020-09-08,8,143
Currituck,2020-09-09,1,144
Currituck,2020-09-10,2,146
Currituck,2020-09-11,2,148
Currituck,2020-09-12,1,149
Currituck,2020-09-14,2,151
Currituck,2020-09-15,1,152
Currituck,2020-09-16,7,159
Currituck,2020-09-17,4,163
Currituck,2020-09-18,16,179
Currituck,2020-09-21,4,183
Currituck,2020-09-24,2,185
Currituck,2020-09-25,1,186
Currituck,2020-09-26,1,187
Currituck,2020-09-29,1,188
Currituck,2020-09-30,4,192
Currituck,2020-10-01,1,193
Currituck,2020-10-04,3,196
Currituck,2020-10-05,2,198
Currituck,2020-10-06,1,199
Currituck,2020-10-07,1,200
Currituck,2020-10-08,5,205
Currituck,2020-10-09,1,206
Currituck,2020-10-10,2,208
Currituck,2020-10-13,4,212
Currituck,2020-10-14,3,215
Currituck,2020-10-16,1,216
Currituck,2020-10-17,1,217
Currituck,2020-10-18,1,218
Currituck,2020-10-19,3,221
Currituck,2020-10-21,2,223
Currituck,2020-10-26,1,224
Currituck,2020-10-27,1,225
Currituck,2020-10-28,1,226
Currituck,2020-10-30,2,228
Currituck,2020-10-31,2,230
Currituck,2020-11-01,1,231
Currituck,2020-11-02,1,232
Currituck,2020-11-03,5,237
Currituck,2020-11-04,4,241
Currituck,2020-11-05,1,242
Currituck,2020-11-06,4,246
Currituck,2020-11-07,7,253
Currituck,2020-11-08,1,254
Currituck,2020-11-09,1,255
Currituck,2020-11-10,5,260
Currituck,2020-11-11,5,265
Currituck,2020-11-12,3,268
Currituck,2020-11-13,4,272
Currituck,2020-11-14,7,279
Currituck,2020-11-15,2,281
Currituck,2020-11-16,7,288
Currituck,2020-11-17,1,289
Currituck,2020-11-18,3,292
Currituck,2020-11-19,3,295
Currituck,2020-11-20,3,298
Currituck,2020-11-21,1,299
Currituck,2020-11-22,1,300
Currituck,2020-11-23,2,302
Currituck,2020-11-24,4,306
Currituck,2020-11-25,4,310
Currituck,2020-11-26,2,312
Currituck,2020-11-27,3,315
Currituck,2020-11-28,3,318
Currituck,2020-11-29,2,320
Currituck,2020-11-30,3,323
Currituck,2020-12-01,27,350
Currituck,2020-12-02,7,357
Currituck,2020-12-03,7,364
Currituck,2020-12-04,8,372
Currituck,2020-12-05,8,380
Currituck,2020-12-06,1,381
Currituck,2020-12-07,8,389
Currituck,2020-12-08,7,396
Currituck,2020-12-09,8,404
Currituck,2020-12-10,10,414
Currituck,2020-12-11,16,430
Currituck,2020-12-12,10,440
Currituck,2020-12-13,10,450
Currituck,2020-12-14,2,452
Currituck,2020-12-15,7,459
Dare,2020-04-01,1,1
Dare,2020-04-02,1,2
Dare,2020-04-06,4,6
Dare,2020-04-09,3,9
Dare,2020-04-11,1,10
Dare,2020-04-12,1,11
Dare,2020-05-01,1,12
Dare,2020-05-02,2,14
Dare,2020-05-08,1,15
Dare,2020-05-10,2,17
Dare,2020-05-14,1,18
Dare,2020-06-04,1,19
Dare,2020-06-05,1,20
Dare,2020-06-07,2,22
Dare,2020-06-13,1,23
Dare,2020-06-14,1,24
Dare,2020-06-16,3,27
Dare,2020-06-22,1,28
Dare,2020-06-23,2,30
Dare,2020-06-24,3,33
Dare,2020-06-25,4,37
Dare,2020-06-26,5,42
Dare,2020-06-27,1,43
Dare,2020-06-28,8,51
Dare,2020-06-29,6,57
Dare,2020-06-30,2,59
Dare,2020-07-02,6,65
Dare,2020-07-03,6,71
Dare,2020-07-04,3,74
Dare,2020-07-05,1,75
Dare,2020-07-06,3,78
Dare,2020-07-07,5,83
Dare,2020-07-08,4,87
Dare,2020-07-09,9,96
Dare,2020-07-10,7,103
Dare,2020-07-11,7,110
Dare,2020-07-12,2,112
Dare,2020-07-13,7,119
Dare,2020-07-14,2,121
Dare,2020-07-15,2,123
Dare,2020-07-16,5,128
Dare,2020-07-17,12,140
Dare,2020-07-18,5,145
Dare,2020-07-19,2,147
Dare,2020-07-20,10,157
Dare,2020-07-21,4,161
Dare,2020-07-22,4,165
Dare,2020-07-23,5,170
Dare,2020-07-24,3,173
Dare,2020-07-25,4,177
Dare,2020-07-26,7,184
Dare,2020-07-27,1,185
Dare,2020-07-28,3,188
Dare,2020-07-30,1,189
Dare,2020-07-31,10,199
Dare,2020-08-01,4,203
Dare,2020-08-03,1,204
Dare,2020-08-04,2,206
Dare,2020-08-05,1,207
Dare,2020-08-06,2,209
Dare,2020-08-08,1,210
Dare,2020-08-09,1,211
Dare,2020-08-10,1,212
Dare,2020-08-11,1,213
Dare,2020-08-13,2,215
Dare,2020-08-15,3,218
Dare,2020-08-16,1,219
Dare,2020-08-18,1,220
Dare,2020-08-20,5,225
Dare,2020-08-22,1,226
Dare,2020-08-24,1,227
Dare,2020-08-25,2,229
Dare,2020-08-26,3,232
Dare,2020-08-27,1,233
Dare,2020-08-28,1,234
Dare,2020-08-30,1,235
Dare,2020-08-31,1,236
Dare,2020-09-01,1,237
Dare,2020-09-03,1,238
Dare,2020-09-04,1,239
Dare,2020-09-05,4,243
Dare,2020-09-07,1,244
Dare,2020-09-10,1,245
Dare,2020-09-11,1,246
Dare,2020-09-12,4,250
Dare,2020-09-13,2,252
Dare,2020-09-14,1,253
Dare,2020-09-15,1,254
Dare,2020-09-16,2,256
Dare,2020-09-18,3,259
Dare,2020-09-19,3,262
Dare,2020-09-21,2,264
Dare,2020-09-22,4,268
Dare,2020-09-23,1,269
Dare,2020-09-24,1,270
Dare,2020-09-25,2,272
Dare,2020-09-26,2,274
Dare,2020-09-28,4,278
Dare,2020-09-29,6,284
Dare,2020-09-30,2,286
Dare,2020-10-01,1,287
Dare,2020-10-02,2,289
Dare,2020-10-03,3,292
Dare,2020-10-04,4,296
Dare,2020-10-06,1,297
Dare,2020-10-07,1,298
Dare,2020-10-08,6,304
Dare,2020-10-09,2,306
Dare,2020-10-11,4,310
Dare,2020-10-12,3,313
Dare,2020-10-14,5,318
Dare,2020-10-15,2,320
Dare,2020-10-16,8,328
Dare,2020-10-17,7,335
Dare,2020-10-18,4,339
Dare,2020-10-19,2,341
Dare,2020-10-20,7,348
Dare,2020-10-21,5,353
Dare,2020-10-22,3,356
Dare,2020-10-23,5,361
Dare,2020-10-24,2,363
Dare,2020-10-25,3,366
Dare,2020-10-26,1,367
Dare,2020-10-27,3,370
Dare,2020-10-28,3,373
Dare,2020-10-29,6,379
Dare,2020-10-30,3,382
Dare,2020-10-31,10,392
Dare,2020-11-01,4,396
Dare,2020-11-02,2,398
Dare,2020-11-03,15,413
Dare,2020-11-04,10,423
Dare,2020-11-05,5,428
Dare,2020-11-06,6,434
Dare,2020-11-07,14,448
Dare,2020-11-08,2,450
Dare,2020-11-09,9,459
Dare,2020-11-10,15,474
Dare,2020-11-11,20,494
Dare,2020-11-12,13,507
Dare,2020-11-13,12,519
Dare,2020-11-14,16,535
Dare,2020-11-15,8,543
Dare,2020-11-16,3,546
Dare,2020-11-17,17,563
Dare,2020-11-18,11,574
Dare,2020-11-19,7,581
Dare,2020-11-20,7,588
Dare,2020-11-21,5,593
Dare,2020-11-22,2,595
Dare,2020-11-23,10,605
Dare,2020-11-24,7,612
Dare,2020-11-25,14,626
Dare,2020-11-26,11,637
Dare,2020-11-27,1,638
Dare,2020-11-28,4,642
Dare,2020-11-29,11,653
Dare,2020-11-30,4,657
Dare,2020-12-01,18,675
Dare,2020-12-02,17,692
Dare,2020-12-03,8,700
Dare,2020-12-04,10,710
Dare,2020-12-05,10,720
Dare,2020-12-06,12,732
Dare,2020-12-07,10,742
Dare,2020-12-08,6,748
Dare,2020-12-09,14,762
Dare,2020-12-10,16,778
Dare,2020-12-11,13,791
Dare,2020-12-12,6,797
Dare,2020-12-13,4,801
Dare,2020-12-14,8,809
Dare,2020-12-15,6,815
Davidson,2020-03-19,1,1
Davidson,2020-03-22,1,2
Davidson,2020-03-25,1,3
Davidson,2020-03-26,1,4
Davidson,2020-03-27,10,14
Davidson,2020-03-28,1,15
Davidson,2020-03-29,1,16
Davidson,2020-03-30,3,19
Davidson,2020-03-31,8,27
Davidson,2020-04-01,8,35
Davidson,2020-04-02,7,42
Davidson,2020-04-03,10,52
Davidson,2020-04-04,4,56
Davidson,2020-04-05,5,61
Davidson,2020-04-06,6,67
Davidson,2020-04-07,5,72
Davidson,2020-04-08,4,76
Davidson,2020-04-09,2,78
Davidson,2020-04-10,3,81
Davidson,2020-04-11,2,83
Davidson,2020-04-13,3,86
Davidson,2020-04-14,1,87
Davidson,2020-04-15,4,91
Davidson,2020-04-16,2,93
Davidson,2020-04-17,2,95
Davidson,2020-04-18,1,96
Davidson,2020-04-21,4,100
Davidson,2020-04-22,4,104
Davidson,2020-04-23,6,110
Davidson,2020-04-24,11,121
Davidson,2020-04-25,17,138
Davidson,2020-04-26,1,139
Davidson,2020-04-27,17,156
Davidson,2020-04-28,3,159
Davidson,2020-04-29,3,162
Davidson,2020-04-30,3,165
Davidson,2020-05-01,8,173
Davidson,2020-05-03,2,175
Davidson,2020-05-04,4,179
Davidson,2020-05-05,7,186
Davidson,2020-05-06,5,191
Davidson,2020-05-07,7,198
Davidson,2020-05-08,3,201
Davidson,2020-05-09,1,202
Davidson,2020-05-10,5,207
Davidson,2020-05-11,19,226
Davidson,2020-05-12,10,236
Davidson,2020-05-13,11,247
Davidson,2020-05-14,12,259
Davidson,2020-05-15,18,277
Davidson,2020-05-16,14,291
Davidson,2020-05-17,2,293
Davidson,2020-05-18,9,302
Davidson,2020-05-19,10,312
Davidson,2020-05-20,9,321
Davidson,2020-05-21,8,329
Davidson,2020-05-22,14,343
Davidson,2020-05-23,5,348
Davidson,2020-05-24,4,352
Davidson,2020-05-25,4,356
Davidson,2020-05-26,1,357
Davidson,2020-05-27,11,368
Davidson,2020-05-28,18,386
Davidson,2020-05-29,15,401
Davidson,2020-05-30,16,417
Davidson,2020-05-31,12,429
Davidson,2020-06-01,2,431
Davidson,2020-06-02,19,450
Davidson,2020-06-03,32,482
Davidson,2020-06-04,18,500
Davidson,2020-06-05,6,506
Davidson,2020-06-06,9,515
Davidson,2020-06-07,9,524
Davidson,2020-06-08,9,533
Davidson,2020-06-09,14,547
Davidson,2020-06-10,13,560
Davidson,2020-06-11,32,592
Davidson,2020-06-12,27,619
Davidson,2020-06-13,22,641
Davidson,2020-06-14,14,655
Davidson,2020-06-15,10,665
Davidson,2020-06-16,16,681
Davidson,2020-06-17,19,700
Davidson,2020-06-18,27,727
Davidson,2020-06-19,3,730
Davidson,2020-06-20,7,737
Davidson,2020-06-21,20,757
Davidson,2020-06-22,18,775
Davidson,2020-06-23,22,797
Davidson,2020-06-24,37,834
Davidson,2020-06-25,37,871
Davidson,2020-06-26,41,912
Davidson,2020-06-27,12,924
Davidson,2020-06-28,10,934
Davidson,2020-06-29,17,951
Davidson,2020-06-30,44,995
Davidson,2020-07-01,22,1017
Davidson,2020-07-02,27,1044
Davidson,2020-07-03,21,1065
Davidson,2020-07-04,14,1079
Davidson,2020-07-05,29,1108
Davidson,2020-07-06,14,1122
Davidson,2020-07-07,21,1143
Davidson,2020-07-08,38,1181
Davidson,2020-07-09,34,1215
Davidson,2020-07-10,20,1235
Davidson,2020-07-11,17,1252
Davidson,2020-07-12,10,1262
Davidson,2020-07-13,26,1288
Davidson,2020-07-14,17,1305
Davidson,2020-07-15,22,1327
Davidson,2020-07-16,30,1357
Davidson,2020-07-17,39,1396
Davidson,2020-07-18,15,1411
Davidson,2020-07-19,17,1428
Davidson,2020-07-20,27,1455
Davidson,2020-07-21,4,1459
Davidson,2020-07-22,20,1479
Davidson,2020-07-23,24,1503
Davidson,2020-07-24,13,1516
Davidson,2020-07-25,21,1537
Davidson,2020-07-26,23,1560
Davidson,2020-07-27,14,1574
Davidson,2020-07-28,9,1583
Davidson,2020-07-29,29,1612
Davidson,2020-07-30,11,1623
Davidson,2020-07-31,19,1642
Davidson,2020-08-01,9,1651
Davidson,2020-08-02,13,1664
Davidson,2020-08-03,21,1685
Davidson,2020-08-04,17,1702
Davidson,2020-08-05,16,1718
Davidson,2020-08-06,37,1755
Davidson,2020-08-07,24,1779
Davidson,2020-08-08,16,1795
Davidson,2020-08-09,13,1808
Davidson,2020-08-10,14,1822
Davidson,2020-08-11,10,1832
Davidson,2020-08-12,19,1851
Davidson,2020-08-13,15,1866
Davidson,2020-08-14,17,1883
Davidson,2020-08-15,18,1901
Davidson,2020-08-16,8,1909
Davidson,2020-08-17,21,1930
Davidson,2020-08-18,14,1944
Davidson,2020-08-19,30,1974
Davidson,2020-08-20,29,2003
Davidson,2020-08-21,7,2010
Davidson,2020-08-22,23,2033
Davidson,2020-08-23,20,2053
Davidson,2020-08-24,17,2070
Davidson,2020-08-25,13,2083
Davidson,2020-08-26,26,2109
Davidson,2020-08-27,27,2136
Davidson,2020-08-28,25,2161
Davidson,2020-08-29,13,2174
Davidson,2020-08-30,19,2193
Davidson,2020-08-31,15,2208
Davidson,2020-09-01,12,2220
Davidson,2020-09-02,16,2236
Davidson,2020-09-03,24,2260
Davidson,2020-09-04,24,2284
Davidson,2020-09-05,20,2304
Davidson,2020-09-06,13,2317
Davidson,2020-09-07,10,2327
Davidson,2020-09-08,16,2343
Davidson,2020-09-09,14,2357
Davidson,2020-09-10,43,2400
Davidson,2020-09-11,24,2424
Davidson,2020-09-12,26,2450
Davidson,2020-09-13,15,2465
Davidson,2020-09-14,21,2486
Davidson,2020-09-15,25,2511
Davidson,2020-09-16,15,2526
Davidson,2020-09-17,41,2567
Davidson,2020-09-18,24,2591
Davidson,2020-09-19,21,2612
Davidson,2020-09-20,19,2631
Davidson,2020-09-21,17,2648
Davidson,2020-09-22,8,2656
Davidson,2020-09-23,34,2690
Davidson,2020-09-24,23,2713
Davidson,2020-09-25,30,2743
Davidson,2020-09-26,20,2763
Davidson,2020-09-27,23,2786
Davidson,2020-09-28,21,2807
Davidson,2020-09-29,21,2828
Davidson,2020-09-30,49,2877
Davidson,2020-10-01,31,2908
Davidson,2020-10-02,46,2954
Davidson,2020-10-03,27,2981
Davidson,2020-10-04,16,2997
Davidson,2020-10-05,19,3016
Davidson,2020-10-06,26,3042
Davidson,2020-10-07,48,3090
Davidson,2020-10-08,42,3132
Davidson,2020-10-09,47,3179
Davidson,2020-10-10,27,3206
Davidson,2020-10-11,30,3236
Davidson,2020-10-12,29,3265
Davidson,2020-10-13,38,3303
Davidson,2020-10-14,38,3341
Davidson,2020-10-15,36,3377
Davidson,2020-10-16,34,3411
Davidson,2020-10-17,36,3447
Davidson,2020-10-18,28,3475
Davidson,2020-10-19,19,3494
Davidson,2020-10-20,36,3530
Davidson,2020-10-21,34,3564
Davidson,2020-10-22,35,3599
Davidson,2020-10-23,34,3633
Davidson,2020-10-24,27,3660
Davidson,2020-10-25,32,3692
Davidson,2020-10-26,21,3713
Davidson,2020-10-27,27,3740
Davidson,2020-10-28,29,3769
Davidson,2020-10-29,26,3795
Davidson,2020-10-30,44,3839
Davidson,2020-10-31,22,3861
Davidson,2020-11-01,11,3872
Davidson,2020-11-02,26,3898
Davidson,2020-11-03,33,3931
Davidson,2020-11-04,49,3980
Davidson,2020-11-05,56,4036
Davidson,2020-11-06,37,4073
Davidson,2020-11-07,37,4110
Davidson,2020-11-08,38,4148
Davidson,2020-11-09,29,4177
Davidson,2020-11-10,42,4219
Davidson,2020-11-11,47,4266
Davidson,2020-11-12,51,4317
Davidson,2020-11-13,41,4358
Davidson,2020-11-14,49,4407
Davidson,2020-11-15,57,4464
Davidson,2020-11-16,57,4521
Davidson,2020-11-17,69,4590
Davidson,2020-11-18,62,4652
Davidson,2020-11-19,80,4732
Davidson,2020-11-20,64,4796
Davidson,2020-11-21,45,4841
Davidson,2020-11-22,49,4890
Davidson,2020-11-23,50,4940
Davidson,2020-11-24,52,4992
Davidson,2020-11-25,92,5084
Davidson,2020-11-26,45,5129
Davidson,2020-11-27,53,5182
Davidson,2020-11-28,50,5232
Davidson,2020-11-29,32,5264
Davidson,2020-11-30,58,5322
